ID,Puzzle,Difficulty
8460,.81..6.3.6...1.7...5......9.9.1854......29...4.........1..9..7...3.6.........2...,3.2
8461,.2......93..1.....17..6.4..8........73..9...6..62.4....1...7..5...5...93.6....2..,3.2
8462,.........49..7...1...5219....6...4..9.81......5.6..7.......5...8..29..6..12.....3,3.2
8463,....3..8.5..9..1......82.7....4..73.4.3..85..762......2.537........1...49..2.....,3.2
8464,.28..6..7.....8.....37..4.........2...4..5.6...2..93..9...4.......6....15...92...,3.2
8465,2.5.......7...9..43.4..1..8..269.38...6...........45.....32.89.........57...4....,3.2
8466,.....6...9..4..76.5...8...11.5..7..8.93.4...5..85...1...7....9.2.........69..3.2.,3.2
8467,2...7...356........8..19..2...12.7.........457.8..3.....4.......2.8....1.5....36.,3.2
8468,2.84...7..7..9.5...46..71..8.....7.2....3.....1..7.846..1.6.4..4....8............,3.2
8469,..5..7.9..3..4....9..5....2...73...8.2....6....78.694...8419...1.2.......4....8..,3.2
8470,...1...7.........65..9.73.........9..1...6..5..4.8.2...2.65....7.....8...51.23...,3.2
8471,..........3..18.4..1.7.4.8.6.8..2.....3............87.....5....9....74.22...8.51.,3.2
8472,..3.........714..9...8....4.6.......7....6.5....9.56.8..9.4.3.5.3..6.4.14....2.8.,3.2
8473,.....4.2.3.5..2..8....63....92.5.7..1.....59.7......36.6.8..9........1......79...,3.2
8474,1..68..2........3....2.4..6..54.....4..1.2..3.....7.692...7......4..3..5.37......,3.2
8475,....6.7.56.........72.9.......3.........5.41..84..1...24.....6...8..3..1.6..14.2.,3.2
8476,...12.....2179.....48....1.5...3..6..3.25.7....96.......5...4..8....3..2.9....6.5,3.2
8477,.34....9....59...11.9.8...2683..27...1..3.........1..63........2.7...4.........87,3.2
8478,.69..8.........3.1...5.....3..8.59..5..19.24....4..8.3..29...........6..68..4....,3.2
8479,.....8.1.67..1.......3...8.9...4.3265..8............4..4.18.....2...5..11..93...4,3.2
8480,........21...7.....5...483..615.7.....3.96..4......3.5......2....298...........17,3.2
8481,......8.9..4.........64..51....37.6.1......2..39.......978..3..6..5...9..2...3...,3.2
8482,43....2...9....1.....4.1.7.2..9.......6.7.....5...6.34..7.3.65..2.6...91....1....,3.2
8483,.....1......785.63...62..7..62.9...818........5...2......4....7..15.9..46.7...5..,3.2
8484,.....96..84......9..7.2.......8..2.5.3.........5.9.47..7..4.....8.95...71..26....,3.2
8485,2.13....5......1..8..7...2962.4...53........7.4..5......42...9.5..6....8.....3...,3.2
8486,.....39.1..87......9.....54.5...8.6.14.3...7..............5.23.....24...7.2......,3.2
8487,....1.........6574.73......9.2..46.3.......5...8.....9..1.78...3..29...18......96,3.2
8488,3....542..1...48.742.....9.8.........5...3.8.....2....6...7...9..2..6.71.7.5.....,3.2
8489,...5......3......2.....4513..697......84..9..4.3..........5.8..12..........7..4..,3.2
8490,..7.419..2.8.7...6.9...6.......19..4.......8..345......45.....81......9....78....,3.2
8491,71..2.94.2..4.9..6......7....73....2...61.....28......98..5...........6....7...8.,3.2
8492,...4.57..8.2...4.6....8..3..19.....3..7.14..232......5..1..6.5....7.8............,3.2
8493,6....2.5......71..9..3...46..4..1....2.6.....3.8.....4.1.7..5......2....7..5.4.8.,3.2
8494,..5..4..7..25..1....7.2....9..7....8.438..5..5..9...6.....93.8.6........8......94,3.2
8495,....4.6...2......3..92...8...4....5..6...9..8.583....9.9..52...1..7...32..64.....,3.2
8496,..3...7.......5.94.9...71..8....1...7.9.8..3...6...4.....1..3....76.3.4.1.5.4....,3.2
8497,.62....1...78.34........3.74.39.........1..2.8..7.5........7....78..6.49.4.1.....,3.2
8498,8.9.4..2.43......1.2...3......8..5........4.76...7..92....1..7..5.2..81..67......,3.2
8499,........3..231...49..2..67..7.948.3..6..3........2..........89...5..14..4.9......,3.2
8500,..4..85.....1...7...83....1.......1359.........173...2......64.8....6....7.....9.,3.2
8501,..1.5...7.........76....2....87...3.3...8.....5...14.983..15.7.........51..2...94,3.2
8502,46............8..7.1..5..3.3...92..5......48.1..8....38..93.2......2.7...74.....9,3.2
8503,..2......3...96........75.68...41..5..3.7.1...6.8.2.7.4.....983.8..1...........2.,3.2
8504,.....8...4251......9..3.15...7.8..1......6..9.6.2.4..85.........7.4.3.2.3...6....,3.2
8505,...1..3...9..85.....829.1..34..5..2.2.97......7.....4....8..63.4.......8..1......,3.2
8506,.3.1.4..7....9...52....5.4.8.....1.2.....2.......6.59.48.7..3...29....1.3....8...,3.2
8507,6..3..9.............8..67.3..36.14..1.2.4..8.4.9..26............2...8.46..1....27,3.2
8508,.3..875..8....9..429...48...83...9.2.2..9.........1.35..........62.....83...5..61,3.2
8509,.7.....531.4.6...7....1..6....58..........54..91.3......2..14.68.......9..7......,3.2
8510,...45.7.....8..4.96.41......67..1..5.........4..5.3..18....62....1....5.3.......4,3.2
8511,5.4.6...3.3..2.1........7.9.6.1.39..48...9..7...........3..6..494.8...........8..,3.2
8512,..1.....5.8..2.3...9...7..8.5..9....6..84...1..3.....2.....6..77..9..6.....1.84..,3.2
8513,7.45.16....1....7...6..9....3...........9.7.8...7.31......5...91.3........91.45.7,3.2
8514,.......6.....65..94.8......57.4...1....3......1....9..6...9..7.2.56...8......2..1,3.2
8515,.621...4...4..9.273............9.....2.......9.72.3..6..9.145.36.1.3.........82..,3.2
8516,1............218..96......258.4..3.....5.2.9...4..9......7.8.........1.9.7.....6.,3.2
8517,......2.......498..9..8...5...362.....5...6..8.7........6....415....97..34.7.....,3.2
8518,..91.2..6..........15....8..8.9.47...3..8.4.15...1..28......63..9.7......48......,3.2
8519,4.......99.3...26.....8.57......4.5...8....1.....2.7.8.6..4.8......75.2679.......,3.2
8520,.47..3........6..9......4.5....2..6....6.5.1.39.8..5..9.5.4.1...7...12.8.1.......,3.2
8521,..........4.3.8..1.2.9..7.......4..66.....914......2.3.325.......71..35...9..6...,3.2
8522,1..7...9..7.2.4..3.62............952.4......7..5.3.8...........4....7.31...8....5,3.2
8523,.5.7.....6.........485.6.2.89..3.........4.8...79.5....6...7.4...2.935.........31,3.2
8524,8.....23.1....8..6.......9......38..54.1.9.6.6...5..4..2...75..9...3.....864.....,3.2
8525,..2.5783.......5.7..9.......9.2.1...16...3.9..8..7...4...6.2............4....867.,3.2
8526,..7.15...8.....6..59...8..74..23...1......8..1......53..14...3....9......84..7.9.,3.2
8527,8..5......7....1.....7.9..4.92....6..4....2.93...7.8.....24...5.......1....8..3.7,3.2
8528,.6...8.1....43...2..5.7..3..3...57.69........2..94.1.......482...9......1........,3.2
8529,8.9.5.2...7.....91..6..4.........64..........2..67...3..8..2.1.5...3...976.....8.,3.2
8530,....7..2.53....7..72.18.....4......6...6.4..3..3.2.8..9....1.42...5.9.....8......,3.2
8531,.5.3.........9..3.7.94856..5....1..2.7..6.18.4.........2......3....5.8....8....4.,3.2
8532,..8..47..9...3.26.....9...826.....3..5......4..1........71...5.4....73......5.6..,3.2
8533,..7...9..1...6...489..2.3.1.3.9...5....4....65.....1.....5.....9.6...5.3....84...,3.2
8534,5..8....6..4.1.9.......9....1.2..5...3.....4.8..3.....25.18...31...3.7.5.9..5.1..,3.2
8535,.3....2...6..9.85.5....2..14..8..1.......9.8...32.76..65.....7..14..3.....7.5....,3.2
8536,....2...6.....6.3.........7.5.6.12...2..34.9.7....2....8...71.4....9......45..6..,3.2
8537,.2....8....71.....3..8..641.7..8.3.545.2.3..........1.........8.6..2...7....569..,3.2
8538,.4....7..6...2....7.9..62..95...28....48...15.6.....4.5...47....8.2.........9..7.,3.2
8539,....2.8.......6...1.6.....2..7..345.3....1.9.4.2......82.3..5......4..2..957.....,3.2
8540,.5......1.1...67.....3.............693..5..8...643..1...7..4...........5..9.823..,3.2
8541,...9.65.32..1..7....3.2...1...2.........9..143.4.7....53.....8.49.5.......6...95.,3.2
8542,............316.7.3.....51....6.........392...82..59...6...1...9....2..75...7..4.,3.2
8543,....3..7..94.....152....3...19...6.......4..3....29..........5.2.6..7....5..12.67,3.2
8544,2.5.17..8..........8.....6....1......2..43.1...36.8..75.....3..6....2.5.7..83....,3.2
8545,.....5.1...57..4.....1.69...8..7.....76......149.8......4...8...6.2...35..7.5..4.,3.2
8546,4..5.7.....6....2..5...9.17..3......57..6.1.21...8.....2.....61.......38...7..9..,3.2
8547,.....7.53.2.........45.12....57.............98.1..47.66......7..83.69...4........,3.2
8548,.3....2.75..2.......2...38.4...9...3..65....11...87.6..51..8...8.4...9......2....,3.2
8549,.....4562.7.9.......35.6.7..41......2......4.8.....2...6..1...5....783...9......6,3.2
8550,.5......3.8.462...4...35..........85..2.9.1..1..7..94....1...649..2...1..........,3.2
8551,5..9..6.14.2..7....9.3.....64..2..1.......39.8.....7.....2....5..74.1....1.....8.,3.2
8552,9.1....7...8.5.6..43....2....2..891..8.4....2..31.54......9...4....8.1.....7.6...,3.2
8553,............37...48....637...16....8.6.52..1...5...7.....1..8......63..7384...5..,3.2
8554,....5..8..96..2...8.......7147........29...5....2..7....3..914.2...3.......1..97.,3.2
8555,...2.16......6.......9...1772......851.74......8.5....2........94.....766.3.9..42,3.2
8556,6..1.8.....7..96...4.5...7..8.....6..3..8.........725.2...4.7..4....5.2..1......9,3.2
8557,39...8.1..512.......6..3.7.....5.7...13.........4....954.3...686....5.....2...4..,3.2
8558,1...7.956............8.5.72.7.....6..8...1..3.9..6.78.8..4.......9.3..1..2..5.8..,3.2
8559,......81...4....9.8...7.6.2....69..5..........531..96.7.6.1........8.3.9...7.3...,3.2
8560,.........37.9....54.6..2.3..3.78.4..9..42......4...3.1..9....161...6.9..6.....5..,3.2
8561,95.......34.8.........1.2.....2...6...64...........1.51...3.9.6....8.4..4...9281.,3.2
8562,.63..7...4......8........9412....97...9...1.......2.3.2..1.35.....4.5....746.....,3.2
8563,.....69....9.5.24..6..2..539..3......4.7...3.2....1...52..19....9...3..1......86.,3.2
8564,9..83........9...17.....53.5....7..3...2..........4.7.45........6..5.42...13.2...,3.2
8565,.....2...4.21.....38.5.......3..8.6...1...48..7...9..56.....7....89..1..1..48..96,3.2
8566,6..54.3.8.3......6..5.......8..1..54......6..9...6..315....7.....89...65..2...97.,3.2
8567,..86.51........9....973....9.42.83...1...9.2...6.1....2..8....4........6..3...5..,3.2
8568,13....4.7....3...8...7.92...1.6...526...457..7..3......51......38...21.........4.,3.2
8569,.1....2....34.....5..7.9.......9....438.6....16...8.....6..31.9....826...9.....53,3.2
8570,.7..1..5.26.4.5......9.........8.....9..71..4.5.....92.48.9..........7...3..6..81,3.2
8571,..7.1.8..1....6...6..45....7.....2.6.1.....97..4........81.7..95.3.2...8.7....3..,3.2
8572,.9...7........26..3816.......3....7..625.1...15........2......8..54....6......912,3.2
8573,5.1.42..6....9...7..43..9.......36..17.....25..2....8.3..4.8.....796.............,3.2
8574,...8...413...7..2....9.6...5...8......61.3..7.182........72..697..3.9....2..6....,3.2
8575,.....28...5.41..6......6..5.6.....7...3..46..1...2..8..9..53.2..36...5...2....4.9,3.2
8576,..972...1.....6.85....9...2.9..3...67..9.8....4...1....6.....13....6.8..5.4......,3.2
8577,7..2.....1..4352......895...936..7..6..9....885........7....6.2......4.....3.6.9.,3.2
8578,...4...7......1.4.....3.6.14.395.....6......9.5.6...8.6..7..4.51.42..8..87.3....6,3.2
8579,61...9..52.....8...7.........7.683.4...3.1.2...34....94...5....93....2....6......,3.2
8580,.63.4...8.5...7.9...9....1.....78....9..........53.267..1.5...6.2....18...8..3...,3.2
8581,.324....8..7.83.4.1........2..86...9.6...74.....1........6.1......2..95.....783..,3.2
8582,6....4..5..425...3....784...7.9.6.1.9.5.......6...7.......8.....8....94.5.....6..,3.2
8583,....5...1..2..8...39.61..2.2.....3...7....5.2...8.......5...9..1...3...44..19..56,3.2
8584,...2.87..1..3....5.5....8...89..2.7.....3.2..4..91....7..684....9.....1..6...3...,3.2
8585,179....3.36...9.........2...1..8.54..3.2..9.6....1..7.2.8.6.1.77.......8.....8...,3.2
8586,...4..5..86.1..4.2.5......8.....2...12.96..3.7..34...6.98.....321..7...........5.,3.2
8587,.37.58..2.....6..98.....4......1...4.21..7.....89..1....9..3........42..746.8.3..,3.2
8588,7.....5....43....7.387...1.9..86...1..1..4.3.......68..8..7....5.94......4....2..,3.2
8589,..53.7...31.6......2......568...9..4...5.42.............71...2.9...75.8........19,3.2
8590,......942.8..2.......1.......6.8.3..45...97..9....24.....2.1.......6.2..3.1..5.69,3.2
8591,....2...89...5.16...1..4...7.9..83...3.6......84.........2..79.81...5.2....3.7...,3.2
8592,......6............6.2.84...5.43..9.79..1..8.........2.8.9.3.6..73.6....9....4..1,3.2
8593,9.4..8..51..6.39.....5....36..4......5.17..3...7.9..1.5...6..27........4.7.......,3.2
8594,.1..3.....86...7...7.....98....7..8....92..6.24....1...9...43...34.9....7.8.6....,3.2
8595,..7....6981.97........2.3.....7.4....8.......26..8..1...6..5..1..814...3......4..,3.2
8596,.....1....87...2.4.2....9....3.97.....6.45..3.5....6...3......52..81...64...5..9.,3.2
8597,.....5..8.1.6...5....49....9..18....5..34...963......1..4....8.1.7.5..3..9...4...,3.2
8598,2...5..8....6.......3...9.....2...5..4.59.....67.4.......8.1....5..3..766......2.,3.2
8599,..48....7..5.....63......42...6......19..3.8.5..9...3..6..8.1..2..4.....8...1..2.,3.2
8600,.8..9....7..4..68..4..1......9..8.1..53..14.....6..92.8....25...9.16...3.........,3.2
8601,4..3....1.....23........86.9...68..4...2.5...74.......83.5...2..........5..19....,3.2
8602,.92...14...........139.86...2...4......8.1.27..63..........9.615.......3.37.4....,3.2
8603,..74....5........1..23.1.....67..9..9....5..4.....2.6.2.....6...7.....8.14..8...2,3.2
8604,....57.....8...1.........929...3.7.8.7.5.1.3.3...9......41.5..9..7.....52..9..46.,3.2
8605,....4.92...12......3.7....46...8...9.5.3...7..72...4....9.62...524...3...........,3.2
8606,.....8...36..4........9.6...5......71..3.75..8.......16...2.4.87.4....3652.....1.,3.2
8607,..6..5..3...3.....2..1...6...1.29..6.4..3..1.9...7.5..4......5..6......25..2..68.,3.2
8608,.2..9..6...9.3......31.75..9.....7..7.25.8....5....6.......2.74...94.1.8.......5.,3.2
8609,.6.97....9..6.3.....2..8....2...68..6.92....7.7..5.......4.2..8.3.........5.1.64.,3.2
8610,....3....4.27.....1..64235.35......1..8...29..1..5.73.7.3.........2..1........67.,3.2
8611,......23....3...686.1.....4..9...4..42..5.8..7...8...6...1.43......2...7.4...6..2,3.2
8612,...92...4....6...8.1...3..7....9..6.6.45..8....3...41.1..3.....73.6......9..7....,3.2
8613,6.2......9..2..5....1.97......8.274...7.168.982.....1.............7.83....4..1..7,3.2
8614,.42..........2...8359.....4....8.7...9.7..8.3..1..4.5...5.43.......5.6....61.....,3.2
8615,.3.1...6....75....1...8...24......7.2.3....5..6....8..7....19.8..1..8...6..497...,3.2
8616,...3.795.8.9.4.....4........8.47.6.5..4.2..7.1....5...6958....2.......8........96,3.2
8617,.4.18367..39.2.............6...3..5.5..4.2....246.....98...72.4..7.....8....9..1.,3.2
8618,...9...681..2...3......7...7...9..8..1..4.6..56.....239..........36.9..2..24..8..,3.2
8619,....4..89.6......19..1.3.4.2...8..7......6...5.142.....7.8....4........2.3...4.16,3.2
8620,..7.......6.2.....8.1..7.....6.315....8.7.63.59...4.7........87......1.4..94.836.,3.2
8621,4..9.2..17.....8....9481....4..5.........7....3.....7.81......4.....5.289...6.1..,3.2
8622,..1...7.975....36......4.8.9.4.75....3.2.1...6..9...........5...95.2....3...5..78,3.2
8623,5.1.....7.23.......6459..2...2..1....9..7.8.1.4..........6.......6...712....1..36,3.2
8624,85...2...7..8.......3.7.......6.31......986.5....1.4....4.....96.1739.8......6...,3.2
8625,1..5.......9...4.3...4.12.6.....98..7.6..4....2..7.6...9..3..7...........137..5.2,3.2
8626,6..4.92..8...17..3.4.8..........4.5..76...1..9....1..2.6.....1.43...5...5.2...4..,3.2
8627,....3.6..53.....7....94..2.6.4...........8...15.....6...74.2......8......8...5192,3.2
8628,.3....6........4....8..9.7...2.3.....4..26.1..6..1.93..5.........457.8.9..9..2...,3.2
8629,4..5......1..8.9....27..6.....12..675..............4.3..835..2.9....47....3......,3.2
8630,...2..4..26..75..8.3......55.78....9....9.3.......2......74.5..9..1.6...8.1......,3.2
8631,...7.6....274...6.....59.........3...4.....2..7.89.4.......38..2..1...3.98......7,3.2
8632,256...9.....5.3.....8....1..7.1....91..3.......9..4.7.....517..5..4..8236........,3.2
8633,..14.....8..7.54...2.6..8..4...3......7....2..9.5...1...6.98..73......82......6..,3.2
8634,.6.24..................37.1..47..2.86.....9...53.....45..91....8...3.4...3...2..9,3.2
8635,.7....3...1.7.5..4..9.4...2...6.3..59.8.5........9..8.2....8..1..1.......97..2.3.,3.2
8636,.8....57......4.96..692.........6..5...4..8...43.82...1..........7.9....6...3..28,3.2
8637,8..6..1.4.1..8..5..6........8..6.4.........7...3.175..45.....3...9...2.....2.9...,3.2
8638,.1.98..4...........936.....4..7.9......2...5.....6..12.8...36....1.......4...7891,3.2
8639,.2.9.4..8.7...6......15...92..6.197..........3.......61...4.5...9.....12..4..8...,3.2
8640,.6..1.8..4....3.......5.23.5...6..4...87.....3......121.....6.......2...85.....73,3.2
8641,2......8.......7....1.3...549.........52......7.6.85..7....52.1...1..8......86..4,3.2
8642,5.....4.28...5...7..6.....9...9.7..5.......4..2.6.3....9..6.2..7.3.1.......7.46..,3.2
8643,.6.9.8..55.......6.17..2....34...9..7..12....6.2....3.................8.9..45.1..,3.2
8644,.7.89.5.31..5.3....3.......5.23.46..9..68.......7...4..5......4......182.....7.5.,3.2
8645,9..3.4.......6.........7..1..8.........84...65.1.9..7..25...6.83.79...5........2.,3.2
8646,.......89......14...1..95....5.7.2.4.8.....7..7..2..51856.47.....46......2..83...,3.2
8647,5.......4...2...3.7..3.821..9..6.....7...2..88..57...6.......6...1..95...8..2...9,3.2
8648,..2..5..1.....7...96..82.3........874.....2...2..685......2..7.5.....4.8....3.9..,3.2
8649,......2....3....1..91.72.45..2..9.84.1...4.5.9...3.....7.89.6......4..7...9......,3.2
8650,..7.8.2.4...37.8...8...473.5...93.8.23..................4.....66....8..5...1.29..,3.2
8651,..93...6..4..5...8...1.8.2...3.8.....7...6.....4...91.39..........5..2..1....2..4,3.2
8652,...7..5.8...6.9...18...467.7.4....2..53.7............3.4...61..6..9.....8....5...,3.2
8653,.........8.5.6.....639.7...4..1.235......81.75.2...........4....3.5..9.....7...84,3.2
8654,.....4..24..1.38....789...6........58.5....3..1.....6..7.61.2..24.....8..6....7..,3.2
8655,8.6315.4..5.7......13.....9.......8....4..53...7...1..32....4....1.4........96..3,3.2
8656,..2..4.7..46.8.2.1....1........6..9....4..3.6...9...8...37..5..5.......8....52..4,3.2
8657,6.9....1.4..8.73..........2....84.3....9.....8.21..5........2..3..5.69....13...5.,3.2
8658,5.8..3.2..3..8.9......2.1.3..3..7..2...1...6..2.43......1......649.........8....4,3.2
8659,5...6.3.2..7.....5...97..4............4....3816.8.....89.6.1.....3.9.........4...,3.2
8660,....7......72.46..8..1.....5.....97.4......1..8..9.4.3.28.5.1..7..4....2..4.1..6.,3.2
8661,3.........6...7.52....84.....7.....46..5....9..4.3.58..1.....785.9...46..........,3.2
8662,..........4......7.61.4..5.2....79.5.5.8...62..8..1.4......4..9.....5.247..2.....,3.2
8663,....93.7..4..5...9.7....58...9..16..21....8...8...6...8.7.3..2..9.............746,3.2
